family,alignment,task,pair_id,layer,relative_depth,c_v,c_a
mistral,base,reader,pair_26,23,0.7419354838709677,0.7612614660403845,0.6051613733814494
mistral,base,reader,pair_26,24,0.7741935483870968,0.9514176651572238,0.8424712105282891
mistral,base,reader,pair_26,25,0.8064516129032258,0.9757817417588739,0.9396506080864061
mistral,base,reader,pair_26,26,0.8387096774193549,1.0088069914955942,0.9457052133889009
mistral,base,reader,pair_26,27,0.8709677419354839,1.126704789556722,1.010154394865998
mistral,base,reader,pair_26,28,0.9032258064516129,1.2422052183400814,0.9673659220910513
mistral,base,reader,pair_26,29,0.9354838709677419,1.269027630495414,1.1186754550360773
mistral,base,reader,pair_26,30,0.967741935483871,1.3352838151736899,1.0227340068702413
mistral,base,reader,pair_26,31,1.0,1.4359774030017167,1.1720197207305147
mistral,base,reader,pair_27,0,0.0,0.0,0.0
mistral,base,reader,pair_27,1,0.03225806451612903,0.08913384750704001,0.0
mistral,base,reader,pair_27,2,0.06451612903225806,0.11179031844542778,0.0
mistral,base,reader,pair_27,3,0.0967741935483871,0.07294699844688148,0.0
mistral,base,reader,pair_27,4,0.12903225806451613,0.0,0.0
mistral,base,reader,pair_27,5,0.16129032258064516,0.14011413320621344,0.0
mistral,base,reader,pair_27,6,0.1935483870967742,0.0,0.0
mistral,base,reader,pair_27,7,0.22580645161290322,0.0,0.005781763994131052
mistral,base,reader,pair_27,8,0.25806451612903225,0.0,0.0
mistral,base,reader,pair_27,9,0.2903225806451613,0.06358162716689005,0.0
mistral,base,reader,pair_27,10,0.3225806451612903,0.0638268002326161,0.10178970021844855
mistral,base,reader,pair_27,11,0.3548387096774194,0.08747990660465425,0.0
mistral,base,reader,pair_27,12,0.3870967741935484,0.0,0.03756387177540357
mistral,base,reader,pair_27,13,0.41935483870967744,0.0300105697336514,0.0
mistral,base,reader,pair_27,14,0.45161290322580644,0.12695462071341176,0.2252404730177721
mistral,base,reader,pair_27,15,0.4838709677419355,0.0064837855131387664,0.09395458975852256
mistral,base,reader,pair_27,16,0.5161290322580645,0.22725240790202678,0.1888174560680002
mistral,base,reader,pair_27,17,0.5483870967741935,0.1455730549421246,0.22923285091450973
mistral,base,reader,pair_27,18,0.5806451612903226,0.011366974225116594,0.19576378740873113
mistral,base,reader,pair_27,19,0.6129032258064516,0.3465152289784749,0.2603195728026801
mistral,base,reader,pair_27,20,0.6451612903225806,0.4180381394929978,0.48869505442220856
mistral,base,reader,pair_27,21,0.6774193548387096,0.3701980618362696,0.5925040813436984
mistral,base,reader,pair_27,22,0.7096774193548387,0.6128914487544205,0.7810707821309719
mistral,base,reader,pair_27,23,0.7419354838709677,0.7259552589304186,0.7359129947643908
mistral,base,reader,pair_27,24,0.7741935483870968,0.768391753428377,0.9669517453198713
mistral,base,reader,pair_27,25,0.8064516129032258,0.8176566530758383,0.9018796263343628
mistral,base,reader,pair_27,26,0.8387096774193549,1.1445363479249744,0.9945068864742682
mistral,base,reader,pair_27,27,0.8709677419354839,1.2510964500500243,1.0098158281746736
mistral,base,reader,pair_27,28,0.9032258064516129,1.4241336450158113,1.1528885901646502
mistral,base,reader,pair_27,29,0.9354838709677419,1.4329370588761454,1.2914067375053842
mistral,base,reader,pair_27,30,0.967741935483871,1.3418927685046331,1.1058044222833652
mistral,base,reader,pair_27,31,1.0,1.443581118279579,1.0346125592407431
mistral,base,reader,pair_28,0,0.0,0.09681516214084421,0.0
mistral,base,reader,pair_28,1,0.03225806451612903,0.008634104740649863,0.033518452697972864
mistral,base,reader,pair_28,2,0.06451612903225806,0.0,0.0
mistral,base,reader,pair_28,3,0.0967741935483871,0.026048009976335145,0.0
mistral,base,reader,pair_28,4,0.12903225806451613,0.003079502898967203,0.0
mistral,base,reader,pair_28,5,0.16129032258064516,0.0479547938884587,0.04792517259465536
mistral,base,reader,pair_28,6,0.1935483870967742,0.0,0.05744159497261569
mistral,base,reader,pair_28,7,0.22580645161290322,0.057984089798518164,0.06243665670263535
mistral,base,reader,pair_28,8,0.25806451612903225,0.0,0.0
mistral,base,reader,pair_28,9,0.2903225806451613,0.0,0.0
mistral,base,reader,pair_28,10,0.3225806451612903,0.03306178064424078,0.0
mistral,base,reader,pair_28,11,0.3548387096774194,0.04643387468787468,0.0
mistral,base,reader,pair_28,12,0.3870967741935484,0.0,0.0
mistral,base,reader,pair_28,13,0.41935483870967744,0.042573764741292264,0.0
mistral,base,reader,pair_28,14,0.45161290322580644,0.08765754501010316,0.10840043311448777
mistral,base,reader,pair_28,15,0.4838709677419355,0.17257080225167334,0.23209085782431205
mistral,base,reader,pair_28,16,0.5161290322580645,0.20262691432772517,0.0691537257922969
mistral,base,reader,pair_28,17,0.5483870967741935,0.08530032155490107,0.2784731345997932
mistral,base,reader,pair_28,18,0.5806451612903226,0.1323118684840284,0.28896355927038603
mistral,base,reader,pair_28,19,0.6129032258064516,0.13384701178999303,0.3937973875486661
mistral,base,reader,pair_28,20,0.6451612903225806,0.3336110230708463,0.3509846613437958
mistral,base,reader,pair_28,21,0.6774193548387096,0.546573870671098,0.4386072577721434
mistral,base,reader,pair_28,22,0.7096774193548387,0.6177918562543298,0.7199757185790684
mistral,base,reader,pair_28,23,0.7419354838709677,0.7104416852848497,0.7171034959387206
mistral,base,reader,pair_28,24,0.7741935483870968,0.9418718784941223,0.9227002617815385
mistral,base,reader,pair_28,25,0.8064516129032258,0.987823599083417,0.8394719292158482
mistral,base,reader,pair_28,26,0.8387096774193549,1.0218692203265236,0.9037949925113744
mistral,base,reader,pair_28,27,0.8709677419354839,1.3405387873625858,0.8695672466057889
mistral,base,reader,pair_28,28,0.9032258064516129,1.2363745301990954,0.9457401733502186
mistral,base,reader,pair_28,29,0.9354838709677419,1.2738582698773047,1.1016700188888475
mistral,base,reader,pair_28,30,0.967741935483871,1.3885134356974322,1.0863424156840416
mistral,base,reader,pair_28,31,1.0,1.43228310672486,1.1573146420114448
mistral,base,reader,pair_29,0,0.0,0.0,0.009233072517449186
mistral,base,reader,pair_29,1,0.03225806451612903,0.0,0.0
mistral,base,reader,pair_29,2,0.06451612903225806,0.0,0.0
mistral,base,reader,pair_29,3,0.0967741935483871,0.0,0.0
mistral,base,reader,pair_29,4,0.12903225806451613,0.03449506940311608,0.0
mistral,base,reader,pair_29,5,0.16129032258064516,0.0,0.03063769041683742
mistral,base,reader,pair_29,6,0.1935483870967742,0.09819492244616204,0.0
mistral,base,reader,pair_29,7,0.22580645161290322,0.13986532481160055,0.0
mistral,base,reader,pair_29,8,0.25806451612903225,0.023040989738582807,0.0018170065256245312
mistral,base,reader,pair_29,9,0.2903225806451613,0.0672196837775491,0.05503927251566297
mistral,base,reader,pair_29,10,0.3225806451612903,0.08122675271022113,0.038450267033271215
mistral,base,reader,pair_29,11,0.3548387096774194,0.0853797563163795,0.11007441396926779
mistral,base,reader,pair_29,12,0.3870967741935484,0.0022798190293546114,0.014836015953274863
mistral,base,reader,pair_29,13,0.41935483870967744,0.0,0.1585078413906636
mistral,base,reader,pair_29,14,0.45161290322580644,0.062446146340495765,0.019493781122179976
mistral,base,reader,pair_29,15,0.4838709677419355,0.10324836392745385,0.2626054421368286
mistral,base,reader,pair_29,16,0.5161290322580645,0.13254958056975705,0.22216670772779343
mistral,base,reader,pair_29,17,0.5483870967741935,0.21022104935908487,0.2519011249570295
mistral,base,reader,pair_29,18,0.5806451612903226,0.26312667457714756,0.23344095446733817
mistral,base,reader,pair_29,19,0.6129032258064516,0.22825044698869018,0.2323066068282414
mistral,base,reader,pair_29,20,0.6451612903225806,0.3063879203407053,0.42458721643450503
mistral,base,reader,pair_29,21,0.6774193548387096,0.4073041742718462,0.509819044951567
mistral,base,reader,pair_29,22,0.7096774193548387,0.4354140716860623,0.6240754912727321
mistral,base,reader,pair_29,23,0.7419354838709677,0.7947466209483709,0.7957364991599346
mistral,base,reader,pair_29,24,0.7741935483870968,0.8508671137872941,0.8718032161934179
mistral,base,reader,pair_29,25,0.8064516129032258,0.9773240703691694,0.9413258220077444
mistral,base,reader,pair_29,26,0.8387096774193549,1.1497935842705043,0.9524858816781957
mistral,base,reader,pair_29,27,0.8709677419354839,1.0702483300378853,0.8435217796050044
mistral,base,reader,pair_29,28,0.9032258064516129,1.3386330592128457,0.9819548244326056
mistral,base,reader,pair_29,29,0.9354838709677419,1.4116072339327272,1.255581481888726
mistral,base,reader,pair_29,30,0.967741935483871,1.4596095606812842,1.1051077189055405
mistral,base,reader,pair_29,31,1.0,1.5070652125205477,1.269624702662918
mistral,base,reader,pair_30,0,0.0,0.0,0.09843597998053095
mistral,base,reader,pair_30,1,0.03225806451612903,0.021102597358530605,0.039929227569557836
mistral,base,reader,pair_30,2,0.06451612903225806,0.0,0.0
mistral,base,reader,pair_30,3,0.0967741935483871,0.0,0.0
mistral,base,reader,pair_30,4,0.12903225806451613,0.0,0.06391209127076904
mistral,base,reader,pair_30,5,0.16129032258064516,0.0,0.0
mistral,base,reader,pair_30,6,0.1935483870967742,0.02446710836208043,0.0
mistral,base,reader,pair_30,7,0.22580645161290322,0.0,0.10660715287073678
mistral,base,reader,pair_30,8,0.25806451612903225,0.0,0.1272726494664202
mistral,base,reader,pair_30,9,0.2903225806451613,0.0,0.0
mistral,base,reader,pair_30,10,0.3225806451612903,0.013633754851423874,0.03639262396626894
mistral,base,reader,pair_30,11,0.3548387096774194,0.1339440007165963,0.0
mistral,base,reader,pair_30,12,0.3870967741935484,0.03285792219632371,0.0
mistral,base,reader,pair_30,13,0.41935483870967744,0.05843044133827554,0.14641844500201384
mistral,base,reader,pair_30,14,0.45161290322580644,0.059334194810740704,0.030253380991007002
mistral,base,reader,pair_30,15,0.4838709677419355,0.08320995680774995,0.2402812595077305
mistral,base,reader,pair_30,16,0.5161290322580645,0.15598009954415348,0.11803671914117281
mistral,base,reader,pair_30,17,0.5483870967741935,0.019134409281932455,0.21861937950592225
mistral,base,reader,pair_30,18,0.5806451612903226,0.24063407281858415,0.29963670258185243
mistral,base,reader,pair_30,19,0.6129032258064516,0.17980691224399342,0.2852855348993303
mistral,base,reader,pair_30,20,0.6451612903225806,0.3869095086997587,0.43140834527379035
mistral,base,reader,pair_30,21,0.6774193548387096,0.3449164968269427,0.46985664118902937
mistral,base,reader,pair_30,22,0.7096774193548387,0.6137111608711006,0.6614440359984411
mistral,base,reader,pair_30,23,0.7419354838709677,0.6750586578011558,0.7631888783671201
mistral,base,reader,pair_30,24,0.7741935483870968,0.8319799793133966,0.7171101868359269
mistral,base,reader,pair_30,25,0.8064516129032258,1.0667935951917755,0.8695049384578745
mistral,base,reader,pair_30,26,0.8387096774193549,1.0792399637099155,1.1090486453548813
mistral,base,reader,pair_30,27,0.8709677419354839,1.3126826416396025,1.0423391922889496
mistral,base,reader,pair_30,28,0.9032258064516129,1.1832204322790514,1.1275419166202612
mistral,base,reader,pair_30,29,0.9354838709677419,1.3527362826031388,1.0513336666946584
mistral,base,reader,pair_30,30,0.967741935483871,1.2500083626547616,1.2668016427047701
mistral,base,reader,pair_30,31,1.0,1.3224444514351772,1.2569758305131578
mistral,base,reader,pair_31,0,0.0,0.010204091381841406,0.0
mistral,base,reader,pair_31,1,0.03225806451612903,0.04800511813115284,0.0
mistral,base,reader,pair_31,2,0.06451612903225806,0.0,0.0
mistral,base,reader,pair_31,3,0.0967741935483871,0.0,0.0
mistral,base,reader,pair_31,4,0.12903225806451613,0.006020648548816617,0.043663729446825304
mistral,base,reader,pair_31,5,0.16129032258064516,0.0818888319095829,0.0
mistral,base,reader,pair_31,6,0.1935483870967742,0.0,0.0
mistral,base,reader,pair_31,7,0.22580645161290322,0.1018159514759708,0.10788596857732578
mistral,base,reader,pair_31,8,0.25806451612903225,0.0,0.13470899104562042
mistral,base,reader,pair_31,9,0.2903225806451613,0.0,0.0
mistral,base,reader,pair_31,10,0.3225806451612903,0.0,0.023822090177546294
mistral,base,reader,pair_31,11,0.3548387096774194,0.03478945333987937,0.008752382701986076
mistral,base,reader,pair_31,12,0.3870967741935484,0.06079269673075825,0.08877151909266712
mistral,base,reader,pair_31,13,0.41935483870967744,0.1534028285699604,0.013028884899933951
mistral,base,reader,pair_31,14,0.45161290322580644,0.11402364898029635,0.09126536705409379
mistral,base,reader,pair_31,15,0.4838709677419355,0.12579795419915452,0.17441259921942254
mistral,base,reader,pair_31,16,0.5161290322580645,0.0,0.20424791845104
mistral,base,reader,pair_31,17,0.5483870967741935,0.019387951909088,0.2726802187037932
mistral,base,reader,pair_31,18,0.5806451612903226,0.20935963272495692,0.27269830409567847
mistral,base,reader,pair_31,19,0.6129032258064516,0.304847301013225,0.4012482059650745
mistral,base,reader,pair_31,20,0.6451612903225806,0.43736231355180594,0.3442541208928071
mistral,base,reader,pair_31,21,0.6774193548387096,0.5133793047817045,0.48908487689792957
mistral,base,reader,pair_31,22,0.7096774193548387,0.5800092990972502,0.612783269407026
mistral,base,reader,pair_31,23,0.7419354838709677,0.7120249348862517,0.7649078525492605
mistral,base,reader,pair_31,24,0.7741935483870968,0.8492969353301861,0.7100604385451373
mistral,base,reader,pair_31,25,0.8064516129032258,1.1665825547180542,0.9093261384767262
mistral,base,reader,pair_31,26,0.8387096774193549,1.103528297181466,1.0466338148315912
mistral,base,reader,pair_31,27,0.8709677419354839,1.1970389145880898,0.9785280790729181
mistral,base,reader,pair_31,28,0.9032258064516129,1.4419965871926483,1.0442335109049952
mistral,base,reader,pair_31,29,0.9354838709677419,1.4951625624618123,1.2819518654407078
mistral,base,reader,pair_31,30,0.967741935483871,1.3027442998738972,1.0060434131102338
mistral,base,reader,pair_31,31,1.0,1.4299387113540916,1.2382141221385579
mistral,base,reader,pair_32,0,0.0,0.0,0.0
mistral,base,reader,pair_32,1,0.03225806451612903,0.0,0.10961751956114574
mistral,base,reader,pair_32,2,0.06451612903225806,0.0,0.0
mistral,base,reader,pair_32,3,0.0967741935483871,0.0793070668453614,0.06500121505111052
mistral,base,reader,pair_32,4,0.12903225806451613,0.015491737085028986,0.0
mistral,base,reader,pair_32,5,0.16129032258064516,0.0,0.0
mistral,base,reader,pair_32,6,0.1935483870967742,0.0,0.10278152771079416
mistral,base,reader,pair_32,7,0.22580645161290322,0.044645671147172335,0.0
mistral,base,reader,pair_32,8,0.25806451612903225,0.0,0.0444095393391885
mistral,base,reader,pair_32,9,0.2903225806451613,0.053276856456333656,0.0
mistral,base,reader,pair_32,10,0.3225806451612903,0.0,0.0
mistral,base,reader,pair_32,11,0.3548387096774194,0.07696825707468745,0.08194085563435666
mistral,base,reader,pair_32,12,0.3870967741935484,0.059150149011645406,0.09909435716378961
mistral,base,reader,pair_32,13,0.41935483870967744,0.0,0.0788888936274578
mistral,base,reader,pair_32,14,0.45161290322580644,0.0,0.05530987289893755
mistral,base,reader,pair_32,15,0.4838709677419355,0.0,0.11776287976079519
mistral,base,reader,pair_32,16,0.5161290322580645,0.12495720770367655,0.22753995736267763
mistral,base,reader,pair_32,17,0.5483870967741935,0.03946200626978569,0.34677290445190007
mistral,base,reader,pair_32,18,0.5806451612903226,0.2798483068492487,0.2188509639722147
mistral,base,reader,pair_32,19,0.6129032258064516,0.19129768799194166,0.41718848435329436
mistral,base,reader,pair_32,20,0.6451612903225806,0.32695169258146944,0.4016937027268684
mistral,base,reader,pair_32,21,0.6774193548387096,0.39787998618426274,0.5148539025077906
mistral,base,reader,pair_32,22,0.7096774193548387,0.6728651331222638,0.5944579896939817
mistral,base,reader,pair_32,23,0.7419354838709677,0.7058553405504369,0.8048897386592224
mistral,base,reader,pair_32,24,0.7741935483870968,0.9744361928036434,0.7921612801481844
mistral,base,reader,pair_32,25,0.8064516129032258,0.948119750181274,0.9188321670604761
mistral,base,reader,pair_32,26,0.8387096774193549,1.168207983244417,0.8893343902981202
mistral,base,reader,pair_32,27,0.8709677419354839,1.4193287352422612,0.9691544038470905
mistral,base,reader,pair_32,28,0.9032258064516129,1.3686682970375543,1.0043524009900446
mistral,base,reader,pair_32,29,0.9354838709677419,1.428145736601386,1.2560186695493645
mistral,base,reader,pair_32,30,0.967741935483871,1.365881580751458,0.9865291867116646
mistral,base,reader,pair_32,31,1.0,1.4761839629058402,1.1500321098907196
mistral,base,reader,pair_33,0,0.0,0.0,0.13998909583378996
mistral,base,reader,pair_33,1,0.03225806451612903,0.0,0.0
mistral,base,reader,pair_33,2,0.06451612903225806,0.14800373192075558,0.02300622298122301
mistral,base,reader,pair_33,3,0.0967741935483871,0.04319373446416035,0.04420992403928116
mistral,base,reader,pair_33,4,0.12903225806451613,0.1722942218940646,0.02023644694412608
mistral,base,reader,pair_33,5,0.16129032258064516,0.0,0.0
mistral,base,reader,pair_33,6,0.1935483870967742,0.0,0.13578530500074448
mistral,base,reader,pair_33,7,0.22580645161290322,0.0,0.0
mistral,base,reader,pair_33,8,0.25806451612903225,0.12291274325809565,0.05998730303940077
mistral,base,reader,pair_33,9,0.2903225806451613,0.0,0.048000175105910585
mistral,base,reader,pair_33,10,0.3225806451612903,0.013047374816700173,0.06686434256816484
mistral,base,reader,pair_33,11,0.3548387096774194,0.02170335040690839,0.05920905726915933
mistral,base,reader,pair_33,12,0.3870967741935484,0.0,0.11568139624313155
mistral,base,reader,pair_33,13,0.41935483870967744,0.0715854151593184,0.11899642979375727
mistral,base,reader,pair_33,14,0.45161290322580644,0.09324867210561771,0.09106173334709818
mistral,base,reader,pair_33,15,0.4838709677419355,0.03678238257767853,0.0
mistral,base,reader,pair_33,16,0.5161290322580645,0.0974822942403668,0.0
mistral,base,reader,pair_33,17,0.5483870967741935,0.15267845928975746,0.2740381229713177
mistral,base,reader,pair_33,18,0.5806451612903226,0.22847077610962555,0.26442609007407253
mistral,base,reader,pair_33,19,0.6129032258064516,0.311667810910414,0.463634321573447
mistral,base,reader,pair_33,20,0.6451612903225806,0.31258890673447026,0.4312678957588337
mistral,base,reader,pair_33,21,0.6774193548387096,0.5450615763164284,0.5488507848983749
mistral,base,reader,pair_33,22,0.7096774193548387,0.7625224980211814,0.6096272663337743
mistral,base,reader,pair_33,23,0.7419354838709677,0.7427896261833341,0.6550522534660398
mistral,base,reader,pair_33,24,0.7741935483870968,0.881917155921231,0.7757259466858751
mistral,base,reader,pair_33,25,0.8064516129032258,0.8654232972220801,0.7391464274523136
mistral,base,reader,pair_33,26,0.8387096774193549,1.1460928107439559,0.8937020700278074
mistral,base,reader,pair_33,27,0.8709677419354839,1.2066366173425944,1.0106146541438963
mistral,base,reader,pair_33,28,0.9032258064516129,1.2593230016894075,1.196293228866736
mistral,base,reader,pair_33,29,0.9354838709677419,1.3354601986267234,1.0491803808962792
mistral,base,reader,pair_33,30,0.967741935483871,1.3182516249938614,1.1899987756619386
mistral,base,reader,pair_33,31,1.0,1.3954086059148165,1.2415378036918272
mistral,base,reader,pair_34,0,0.0,0.0425472781023771,0.0
mistral,base,reader,pair_34,1,0.03225806451612903,0.03545172712377463,0.04531600900141134
mistral,base,reader,pair_34,2,0.06451612903225806,0.0,0.021818219973282486
mistral,base,reader,pair_34,3,0.0967741935483871,0.029387810032024404,0.010045027263922267
mistral,base,reader,pair_34,4,0.12903225806451613,0.05057798401249701,0.0
mistral,base,reader,pair_34,5,0.16129032258064516,0.12884694913346972,0.21022495455082021
mistral,base,reader,pair_34,6,0.1935483870967742,0.0,0.0
mistral,base,reader,pair_34,7,0.22580645161290322,0.034718154002856334,0.04818045344688419
mistral,base,reader,pair_34,8,0.25806451612903225,0.018054832746818815,0.0
mistral,base,reader,pair_34,9,0.2903225806451613,0.03740128697579903,0.08967372150817712
mistral,base,reader,pair_34,10,0.3225806451612903,0.0,0.1756168255900813
mistral,base,reader,pair_34,11,0.3548387096774194,0.0,0.10144040576723393
mistral,base,reader,pair_34,12,0.3870967741935484,0.00999170865818574,0.0
mistral,base,reader,pair_34,13,0.41935483870967744,0.03042500188886454,0.06173451097881456
mistral,base,reader,pair_34,14,0.45161290322580644,0.25614988884593326,0.1826162079295073
mistral,base,reader,pair_34,15,0.4838709677419355,0.21530907094464086,0.2477741072588849
mistral,base,reader,pair_34,16,0.5161290322580645,0.0929218235434729,0.11899878590392879
mistral,base,reader,pair_34,17,0.5483870967741935,0.27124883779163406,0.1314099165084408
mistral,base,reader,pair_34,18,0.5806451612903226,0.18097313380149305,0.23576262908405607
mistral,base,reader,pair_34,19,0.6129032258064516,0.30309818819096696,0.5175903706537236
mistral,base,reader,pair_34,20,0.6451612903225806,0.3191176791515517,0.36052672228068927
mistral,base,reader,pair_34,21,0.6774193548387096,0.530302569225843,0.41013622042028164
mistral,base,reader,pair_34,22,0.7096774193548387,0.6037638742655647,0.5843591259219768
mistral,base,reader,pair_34,23,0.7419354838709677,0.75892462686427,0.7635445403289808
mistral,base,reader,pair_34,24,0.7741935483870968,0.7819030860736881,0.9674531723553462
mistral,base,reader,pair_34,25,0.8064516129032258,1.1106102561250215,0.8243823108203228
mistral,base,reader,pair_34,26,0.8387096774193549,1.0288624741090233,0.9318748801344511
mistral,base,reader,pair_34,27,0.8709677419354839,1.1143257119750405,0.9345063581221015
mistral,base,reader,pair_34,28,0.9032258064516129,1.3820778079514693,1.0672484448484945
mistral,base,reader,pair_34,29,0.9354838709677419,1.4177702633538118,1.2716810654110229
mistral,base,reader,pair_34,30,0.967741935483871,1.3919927732354567,1.0833275030959362
mistral,base,reader,pair_34,31,1.0,1.4298038101045571,1.22949489458975
mistral,base,reader,pair_35,0,0.0,0.02251935755803028,0.0
mistral,base,reader,pair_35,1,0.03225806451612903,0.0,0.0
mistral,base,reader,pair_35,2,0.06451612903225806,0.0,0.0
mistral,base,reader,pair_35,3,0.0967741935483871,0.044654619897675815,0.07169482495462974
mistral,base,reader,pair_35,4,0.12903225806451613,0.0,0.0
mistral,base,reader,pair_35,5,0.16129032258064516,0.013490322370643975,0.009423893602900763
mistral,base,reader,pair_35,6,0.1935483870967742,0.0,0.0
mistral,base,reader,pair_35,7,0.22580645161290322,0.0,0.0
mistral,base,reader,pair_35,8,0.25806451612903225,0.0,0.015524005400975911
mistral,base,reader,pair_35,9,0.2903225806451613,0.014538680069232791,0.07238336626213035
mistral,base,reader,pair_35,10,0.3225806451612903,0.1026900859349785,0.00020888126478175312
mistral,base,reader,pair_35,11,0.3548387096774194,0.0484608755206371,0.09487585740256242
mistral,base,reader,pair_35,12,0.3870967741935484,0.0,0.05226710794161732
mistral,base,reader,pair_35,13,0.41935483870967744,0.0037875477004936514,0.0911247160619172
mistral,base,reader,pair_35,14,0.45161290322580644,0.20245543020429407,0.07273601784667881
mistral,base,reader,pair_35,15,0.4838709677419355,0.12245457939242287,0.204713744288179
mistral,base,reader,pair_35,16,0.5161290322580645,0.13187512762213033,0.21184140285218372
mistral,base,reader,pair_35,17,0.5483870967741935,0.03361131293289564,0.2078833688212392
mistral,base,reader,pair_35,18,0.5806451612903226,0.17819232613646524,0.2679125338996657
mistral,base,reader,pair_35,19,0.6129032258064516,0.18797892721156773,0.40793502516977137
mistral,base,reader,pair_35,20,0.6451612903225806,0.3309708288290962,0.3326837255156963
mistral,base,reader,pair_35,21,0.6774193548387096,0.39516711370267926,0.41840856277120564
mistral,base,reader,pair_35,22,0.7096774193548387,0.456112250509859,0.6855008873113678
mistral,base,reader,pair_35,23,0.7419354838709677,0.7516818926199843,0.8550789695877614
mistral,base,reader,pair_35,24,0.7741935483870968,0.7598464022834207,0.8559304154039281
mistral,base,reader,pair_35,25,0.8064516129032258,1.0359539080873112,0.9385150067296506
mistral,base,reader,pair_35,26,0.8387096774193549,1.1715049400164101,1.0060661603302976
mistral,base,reader,pair_35,27,0.8709677419354839,1.2206729563319616,0.9566782737244202
mistral,base,reader,pair_35,28,0.9032258064516129,1.3760558874695834,0.8615177285307355
mistral,base,reader,pair_35,29,0.9354838709677419,1.2748760505145504,1.1044326938871156
mistral,base,reader,pair_35,30,0.967741935483871,1.3153742513458595,1.144123661241237
mistral,base,reader,pair_35,31,1.0,1.3539490595948378,1.2553878746708846
mistral,base,reader,pair_36,0,0.0,0.0,0.0
mistral,base,reader,pair_36,1,0.03225806451612903,0.0,0.032312076825888214
mistral,base,reader,pair_36,2,0.06451612903225806,0.0,0.0
mistral,base,reader,pair_36,3,0.0967741935483871,0.0,0.0
mistral,base,reader,pair_36,4,0.12903225806451613,0.0,0.0
mistral,base,reader,pair_36,5,0.16129032258064516,0.0,0.05429679933133708
mistral,base,reader,pair_36,6,0.1935483870967742,0.08199535913556731,0.0
mistral,base,reader,pair_36,7,0.22580645161290322,0.14777022943966625,0.015630094845201038
mistral,base,reader,pair_36,8,0.25806451612903225,0.02494642578680491,0.0
mistral,base,reader,pair_36,9,0.2903225806451613,0.0,0.16497378117808112
mistral,base,reader,pair_36,10,0.3225806451612903,0.02763440707676071,0.12349217531440153
mistral,base,reader,pair_36,11,0.3548387096774194,0.06445816362940253,0.0
mistral,base,reader,pair_36,12,0.3870967741935484,0.009301766600848384,0.05530031075222581
mistral,base,reader,pair_36,13,0.41935483870967744,0.027792234224253722,0.05842782208010548
mistral,base,reader,pair_36,14,0.45161290322580644,0.09853183049640792,0.021792607304663064
mistral,base,reader,pair_36,15,0.4838709677419355,0.0,0.0848217161124008
mistral,base,reader,pair_36,16,0.5161290322580645,0.10721723689240886,0.11248354309289657
mistral,base,reader,pair_36,17,0.5483870967741935,0.10266501404998729,0.28567925437430086
mistral,base,reader,pair_36,18,0.5806451612903226,0.2232755630239475,0.23791671109202217
mistral,base,reader,pair_36,19,0.6129032258064516,0.02076744992025692,0.25414025460908646
mistral,base,reader,pair_36,20,0.6451612903225806,0.32415961812982746,0.479416849132379
mistral,base,reader,pair_36,21,0.6774193548387096,0.36605300553942827,0.5690532303695054
mistral,base,reader,pair_36,22,0.7096774193548387,0.5356515122215422,0.6627853224886808
mistral,base,reader,pair_36,23,0.7419354838709677,0.6097739624340095,0.7040946764065921
mistral,base,reader,pair_36,24,0.7741935483870968,0.8400670104738426,0.8461811251556967
mistral,base,reader,pair_36,25,0.8064516129032258,0.9357771376280443,0.9060932658881409
mistral,base,reader,pair_36,26,0.8387096774193549,1.0188402556279423,0.9246839024968231
mistral,base,reader,pair_36,27,0.8709677419354839,1.021834932910062,0.9603398823379913
mistral,base,reader,pair_36,28,0.9032258064516129,1.2048005400949036,1.0970078840669473
mistral,base,reader,pair_36,29,0.9354838709677419,1.2942629286531602,1.1222048841521701
mistral,base,reader,pair_36,30,0.967741935483871,1.4199570495614655,1.0931037613204624
mistral,base,reader,pair_36,31,1.0,1.445126805459546,1.3143773085737194
mistral,base,reader,pair_37,0,0.0,0.0,0.0
mistral,base,reader,pair_37,1,0.03225806451612903,0.0,0.022897230314586587
mistral,base,reader,pair_37,2,0.06451612903225806,0.038796236627890925,0.0
mistral,base,reader,pair_37,3,0.0967741935483871,0.0,0.0
mistral,base,reader,pair_37,4,0.12903225806451613,0.0,0.04551909780972632
mistral,base,reader,pair_37,5,0.16129032258064516,0.012393480988218184,0.03995722189765444
mistral,base,reader,pair_37,6,0.1935483870967742,0.07894104776890569,0.06218562425645397
mistral,base,reader,pair_37,7,0.22580645161290322,0.08909122924821844,0.01164550235648391
mistral,base,reader,pair_37,8,0.25806451612903225,0.0,0.06068682193985641
mistral,base,reader,pair_37,9,0.2903225806451613,0.0,0.11596063415220094
mistral,base,reader,pair_37,10,0.3225806451612903,0.0,0.05794745448143698
mistral,base,reader,pair_37,11,0.3548387096774194,0.0,0.038755633344395184
mistral,base,reader,pair_37,12,0.3870967741935484,0.08466114828415632,0.0
mistral,base,reader,pair_37,13,0.41935483870967744,0.0,0.05394940502808039
mistral,base,reader,pair_37,14,0.45161290322580644,0.0,0.20447131311318947
mistral,base,reader,pair_37,15,0.4838709677419355,0.03907234949762109,0.11499582875589331
mistral,base,reader,pair_37,16,0.5161290322580645,0.08014854487131647,0.0909140643199927
